disaster_type,disaster_name,pcode,Completely damaged (abs.),Partly damaged (abs.),Total damaged houses (abs.),total_damage_houses_0p25weight,Partly damaged (rel.),Completely damaged (rel.),Total damaged houses (rel.),total_damage_houses_0p25weight_perc,ratio_comp_part,Total # of houses,Wind speed,Distance to typhoon,rainfall,distance_first_impact,Slope,Elevation,ruggedness_stdev,Ruggedness,slope_stdev,Predicted damage class (1-5),Population,land_area,Population density,Poverty incidence,% strong roof type,% strong wall type,% skilled Agriculture/Forestry/Fishermen,Region,prov,Experience,Bicol region
Typhoon,Koppu,PH025702000,24,402,426,124.5,5.257994899,0.313910143,5.571905042,1.628408868,0.209957049,7645.5,83.07060077,41.19008154,338.8,51.35708069,10.10045345,296.7724205,28.26000881,48.68038929,6.516116225,,30582,218.5476,139.9333,0.1519,0.963353855,0.655672823,0.10319796,north luzon,0,3,0
Typhoon,Koppu,PH025703000,4,11,15,6.75,0.083699519,0.030436189,0.114135707,0.051361068,0.950850463,13142.25004,75.47540074,52.60728334,357.3,63.94315299,9.234003042,304.129137,34.27329669,45.82237573,7.597668472,,52569,332.4829,158.1106,0.1576,0.937013739,0.689004716,0.130571249,north luzon,0,3,0
Typhoon,Koppu,PH025704000,292,5064,5356,1558,52.61435362,3.033845035,55.64819865,16.18743344,0.075238155,9624.750001,90.10625768,34.971964,351.1058824,35.481762,15.35155628,555.5700027,51.28665561,77.20039912,10.41641144,,38499,894.2296,43.0527,0.1374,0.970135747,0.682311694,0.120392738,north luzon,0,3,0
Typhoon,Koppu,PH025705000,7,584,591,153,14.53640324,0.17423771,14.71064095,3.808338519,0.075579765,4017.499999,75.00046098,53.81040411,349.2,58.99170108,1.213442501,102.2161532,3.98479521,7.360515864,0.842116227,,16070,58.0251,276.9494,0.1262,0.940185976,0.776074391,0.118170504,north luzon,0,3,0
Typhoon,Koppu,PH025706000,186,1738,1924,620.5,29.60313405,3.168114461,32.77124851,10.56889797,0.136198941,5871,120.27132,7.42871334,332.76,24.54295381,17.7861123,754.4225651,45.35073504,88.47906855,9.355994842,,23484,1376.556,17.06,0.262,0.948251176,0.398078103,0.191619826,north luzon,0,3,0
Typhoon,Koppu,PH030804000,18,1,19,18.25,0.003760423,0.067687622,0.071448045,0.068627727,1.063687705,26592.75002,40,146.0163371,169.6,190.0345008,4.703586777,65.89133076,25.14916341,25.04567841,5.27113018,,106817,86.2329,1238.7334,0.0573,0.941327294,0.872249519,0.032010604,metro luzon,0,1.153846154,0
Typhoon,Koppu,PH030806000,2,10,12,4.5,0.058762175,0.011752435,0.07051461,0.026442979,0.95559934,17017.74994,40,181.0991086,108,208.1370948,8.491200457,259.595961,34.88338335,42.62278381,7.058120064,,68357,69.4967,983.6079,0.0578,0.943829957,0.874301676,0.036976098,metro luzon,0,1.153846154,0
Typhoon,Koppu,PH030807000,1,1,2,1.25,0.003136369,0.003136369,0.006272739,0.003920462,1,31883.99836,40,188.8509141,93.25714286,217.3408783,10.82172558,295.602678,39.00234782,54.35651194,7.989129726,,127536,222.2835,573.7524,0.0257,0.952385611,0.911537584,0.032069376,metro luzon,0,1.153846154,0
Typhoon,Koppu,PH031407000,1,30,31,8.5,0.110337725,0.003677924,0.11401565,0.031262356,0.903939316,27189.2499,49.87468428,137.9892173,182.4,163.0228967,0.609166416,6.55226543,2.618022414,4.492238601,0.423657873,,108757,53.707,2024.9955,0.0522,0.988682363,0.946653454,0.020541207,metro luzon,0,1.909090909,0
Typhoon,Koppu,PH031413000,3,45,48,14.25,0.161655351,0.010777023,0.172432374,0.051190861,0.870117822,27837.00003,50,134.5791389,184.8,141.1984556,12.39001726,410.0560855,39.57697851,62.58432963,8.571554671,,111348,343.1206,324.5146,0.067,0.962254862,0.840260698,0.029852355,metro luzon,0,1.909090909,0
Typhoon,Koppu,PH031416000,1,36,37,10,0.270199272,0.007505535,0.277704807,0.075055353,0.793186989,13323.50001,40.01431042,147.814467,154.8,169.7702755,0.685985719,4.41928839,2.900531974,5.314951752,0.44756355,,53294,51.9764,1025.3516,0.1043,0.940141152,0.89067804,0.03553871,metro luzon,0,1.909090909,0
Typhoon,Koppu,PH031421000,1,1,2,1.25,0.002599394,0.002599394,0.005198789,0.003249243,1,38470.49765,53.08152524,103.7345049,278.4,122.4305353,1.287557228,37.42659957,5.89364732,7.372920778,1.262025391,,153882,266.8941,576.5657,0.1256,0.942830004,0.817782917,0.335724727,metro luzon,0,1.909090909,0
Typhoon,Koppu,PH034901000,9,455,464,122.75,2.864202194,0.056654549,2.920856743,0.772705097,0.273447013,15885.75,70.25362278,70.36261295,324.4,110.0537538,0.506163558,28.10434174,1.748405457,3.870448081,0.308908983,,63543,109.3565,581.0628,0.1899,0.936710677,0.851649928,0.06222558,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034904000,1,18,19,5.5,0.091131166,0.005062843,0.096194008,0.027845634,0.921120095,19751.75003,56.31674181,100.3028088,284.64,130.1909042,0.510257906,12.75649592,2.216477787,3.850172214,0.394233107,,79007,128.9086,612.8921,0.1522,0.959338262,0.890436679,0.064829699,metro luzon,0,1.551724138,0
Typhoon,Koppu,PH034906000,9,169,178,51.25,1.039376374,0.055351405,1.094727779,0.315195498,0.517487315,16259.75,80,42.21774176,450.6,113.6160906,1.781124685,63.41256486,12.65413621,9.960909877,2.67017745,,65039,204.2327,318.4579,0.2131,0.852829434,0.707725122,0.079629146,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034907000,175,320,495,255,3.617556454,1.978351186,5.595907639,2.882740299,0.645005906,8845.75,76.48487227,65.1564815,289.8666667,76.49210707,16.39202453,489.5778645,56.69700844,83.55578598,11.37201396,,35383,424.21,83.4092,0.2414,0.765267626,0.6927157,0.10115027,metro luzon,0,1.551724138,0
Typhoon,Koppu,PH034909000,118,864,982,334,8.29652391,1.133090071,9.429613981,3.207221049,0.229450286,10414,80,58.07850622,335.04,87.95967348,0.586691394,55.93676437,2.440732269,3.966401469,0.506269562,,41656,124.7201,333.9956,0.1808,0.918483514,0.741416309,0.020645285,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034910000,60,23,83,65.75,0.19220725,0.501410216,0.693617466,0.549462029,1.259353369,11966.25,64.08116312,84.84308305,268.9846154,96.39549928,12.26677973,372.4950906,42.38121258,62.23033893,9.033958999,,47865,649.5786,73.686,0.1538,0.956791922,0.818437652,0.074146036,metro luzon,0,1.551724138,0
Typhoon,Koppu,PH034914000,40,2440,2480,650,34.54378141,0.566291499,35.11007291,9.202236851,0.044066541,7063.5,70,69.01319329,328.8,117.4345774,0.520272411,23.38133402,1.836708081,3.973373622,0.323182661,,28254,73.9005,382.325,0.1633,0.88374647,0.722936931,0.024067389,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034917000,76,495,571,199.75,2.429954714,0.373083956,2.803038671,0.980572635,0.400321308,20370.75,80.03845548,44.90223923,390.4,95.65477365,0.687744402,69.65840149,2.878863229,4.51581379,0.594767377,,81483,148.5977,548.3453,0.151,0.928159551,0.797852647,0.084275248,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034919000,111,898,1009,335.5,8.752223386,1.081844984,9.834068371,3.269900831,0.213473882,10260.25,74.48684621,67.80977971,320.8,89.82970125,4.087504868,116.3592856,21.46236426,21.02210172,4.609035125,,41041,151.1299,271.5622,0.1694,0.852262931,0.723599138,0.043395629,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034920000,1,43,44,11.75,0.574770259,0.01336675,0.588137009,0.157059315,0.643501326,7481.250002,93.48554702,30.96776647,386.4,66.17184251,10.17974794,358.2771864,29.28388122,51.15759557,6.444992002,,29925,483.6095,61.8784,0.1948,0.878500082,0.669887015,0.067535505,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034922000,23,387,410,119.75,3.813559322,0.226645644,4.040204966,1.180035475,0.254831313,10148,73.88056647,64.24148031,348.8,109.9573846,0.565973258,31.24147801,1.932921638,4.262888563,0.332145895,,40592,73.5377,551.9928,0.2408,0.915579595,0.786402626,0.030671068,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034923000,104,2108,2212,631,13.15711455,0.649117606,13.80623215,3.938396243,0.116486845,16021.75,80,46.71361921,352.4,76.98481455,1.958812485,106.2354109,15.84041804,10.71360115,3.259562225,,64087,154.8193,413.9442,0.1821,0.861851475,0.774388177,0.016992526,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034924000,15,22,37,20.5,0.113058225,0.077085153,0.190143378,0.10534971,0.967680872,19459.00004,60,90.77556258,301.6,126.7495054,0.52620627,15.53007173,2.103590064,3.943108146,0.376652222,,77836,207.9735,374.2597,0.1805,0.961421436,0.849072851,0.106015147,metro luzon,0,1.551724138,0
Typhoon,Koppu,PH034925000,4,12,16,7,0.093001628,0.031000543,0.12400217,0.054250949,0.943274481,12903,59.9993692,95.32768956,292.8,122.3513577,0.526510526,16.8428871,2.301596345,3.914178695,0.43373304,,51612,54.9152,939.8505,0.1256,0.969549438,0.862358557,0.051829032,metro luzon,0,1.551724138,0
Typhoon,Koppu,PH034928000,2,12,14,5,0.069097557,0.01151626,0.080613817,0.028790649,0.946140278,17366.74992,69.96862321,76.7664667,300,105.9410803,0.701368671,38.04815996,2.75561667,4.709392855,0.576325324,,69467,123.172,563.9892,0.1562,0.960255591,0.845328565,0.060748269,metro luzon,0,1.551724138,0
Typhoon,Koppu,PH034930000,167,2710,2877,844.5,8.683879547,0.535132061,9.219011608,2.706101947,0.158524489,31207.25,79.77518514,56.57508355,364.8,96.69547079,0.525248969,51.02542051,1.725280405,3.781015392,0.321634783,,124829,151.383,824.5891,0.1742,0.965248481,0.864901561,0.04619119,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034931000,73,315,388,151.75,5.290338834,1.226015031,6.516353865,2.54859974,0.353878398,5954.25,80,43.01320317,430.2,103.3790076,1.228944437,76.33234514,5.244589963,7.326708309,1.079008156,,23817,122.5691,194.3129,0.285,0.744632964,0.557825485,0.084603435,north luzon,0,1.551724138,0
Typhoon,Koppu,PH034932000,1,257,258,65.25,2.081519428,0.008099297,2.089618726,0.528479154,0.32714358,12346.75,66.52293373,78.13532474,307.2,120.2370424,0.510444368,19.92099882,1.787950102,3.923151191,0.307779516,,49387,88.8159,556.058,0.1824,0.921584699,0.799763249,0.083321522,north luzon,0,1.551724138,0
Typhoon,Koppu,PH035401000,28,1,29,28.25,0.000971737,0.027208637,0.028180374,0.027451571,1.026211429,102908.4994,50,112.5748845,235.8,159.4256704,2.474057524,177.8418118,16.8801137,13.79122629,3.321434543,,411634,138.4499,2973.1729,0.0133,0.987175966,0.949147529,0.002898206,metro luzon,0,1.75,0
Typhoon,Koppu,PH035403000,4,368,372,96,1.102687802,0.011985737,1.114673538,0.287657687,0.481281975,33373.00001,50.63515506,107.63237,267.6,140.7114581,3.842672259,79.89132371,31.65665684,18.98732624,6.799251822,,133492,214.6393,621.941,0.0728,0.94402713,0.893741115,0.044115003,metro luzon,0,1.75,0
Typhoon,Koppu,PH035405000,4,22,26,9.5,0.07886294,0.014338716,0.093201656,0.034054451,0.940192381,27896.50004,50.00074499,114.2063679,260.2285714,138.3899245,0.513484834,9.733809199,2.00426562,3.91419099,0.333753305,,111586,238.9459,466.9924,0.066,0.960989109,0.888621366,0.0597566,metro luzon,0,1.75,0
Typhoon,Koppu,PH035406000,2,44,46,13,0.140616636,0.006391665,0.147008301,0.041545824,0.88232245,31290.75004,48.33239897,134.1020704,178,177.7922042,2.57062247,58.95214246,19.5143973,14.26179629,3.998645003,,125163,154.1855,811.7665,0.0678,0.895786039,0.868917577,0.042752251,metro luzon,0,1.75,0
Typhoon,Koppu,PH035410000,10,29,39,17.25,0.152933421,0.052735662,0.205669084,0.090969018,0.913093196,18962.49997,45.11265873,142.9090945,187.68,172.4298658,0.815593661,4.305424305,3.855092901,6.239434873,0.590857876,,75850,103.4506,733.2028,0.0476,0.975971241,0.852358729,0.045194463,metro luzon,0,1.75,0
Typhoon,Koppu,PH036901000,5,149,154,42.25,5.170020819,0.173490632,5.34351145,1.465995836,0.190192329,2882,80,49.1052391,408.8,124.3005081,0.634082045,21.33955468,2.250071124,4.534599134,0.411854832,,11528,29.0976,396.1853,0.0975,0.967970205,0.833147114,0.061502429,north luzon,0,1.64,0
Typhoon,Koppu,PH036902000,180,280,460,250,1.612299542,1.036478277,2.648777819,1.439553163,0.779573033,17366.5,51.24847621,105.0935634,254.7,161.5927064,10.95749714,337.7873554,45.08003065,56.85907386,9.108026786,,69466,237.0435,293.052,0.0461,0.947071996,0.909898908,0.029669191,metro luzon,0,1.64,0
Typhoon,Koppu,PH036903000,55,312,367,133,1.499135114,0.264270613,1.763405727,0.639054392,0.505883258,20812.00001,71.49967696,58.03672278,376.2,146.9286786,1.5125426,32.18274047,11.26080973,8.765092391,2.375052993,,83248,149.9169,555.2853,0.095,0.973471083,0.771363306,0.068265904,north luzon,0,1.64,0
Typhoon,Koppu,PH036904000,47,279,326,116.75,0.795994351,0.134092238,0.930086589,0.333090826,0.631456462,35050.50001,55.01635927,95.78141762,273.4,158.9540736,6.922751726,232.7307154,32.58220618,35.34048064,6.950228801,,140202,509.8679,274.9764,0.1428,0.906664499,0.843638255,0.035727022,metro luzon,0,1.64,0
Typhoon,Koppu,PH036905000,4,22,26,9.5,0.057073183,0.010376942,0.067450126,0.024645238,0.955824969,38546.9999,59.98868006,92.02430586,293.2,137.9786488,0.593036078,33.48427845,2.04177672,4.313562624,0.384386456,,154188,244.0613,631.7604,0.0673,0.972738728,0.924521344,0.033413755,metro luzon,0,1.64,0
Typhoon,Koppu,PH036906000,11,334,345,94.5,1.526316391,0.050267905,1.576584296,0.431847003,0.415730947,21882.75,70.32603945,65.27838491,375.2,134.4215557,1.170475376,35.82245982,5.571589464,7.193005666,1.231549838,,87531,139.886,625.7341,0.1094,0.941874764,0.828898237,0.063211891,north luzon,0,1.64,0
Typhoon,Koppu,PH036907000,3,40,43,13,0.249933611,0.018745021,0.268678632,0.081228424,0.815039304,16004.25001,63.72057918,79.21866202,322.4,127.1116215,0.525435959,21.43455384,1.689606215,3.934073015,0.309251405,,64017,132.5741,482.8779,0.0643,0.945542412,0.844220382,0.264997585,north luzon,0,1.64,0
Typhoon,Koppu,PH036908000,38,139,177,72.75,1.724993795,0.471581037,2.196574832,0.902829486,0.540030968,8058.000002,61.83048569,73.84722358,296.88,161.4392253,11.19304542,394.377767,39.22189799,54.4046574,8.551280718,,32232,273.6413,117.7891,0.1262,0.920064378,0.763948498,0.150626706,north luzon,0,1.64,0
Typhoon,Koppu,PH036909000,40,178,218,84.5,1.232111028,0.276878883,1.508989911,0.58490664,0.572049897,14446.75,80,50.22235834,410.4,131.39317,0.561169853,18.96795607,1.989591805,4.123658977,0.357280205,,57787,116.2831,496.9463,0.1126,0.957704154,0.776776326,0.055046983,north luzon,0,1.64,0
Typhoon,Koppu,PH036910000,2,7,9,3.75,0.030235622,0.008638749,0.038874371,0.016197655,0.979036958,23151.49999,75.7528618,58.06256955,400.32,134.0173611,0.900275476,25.62806497,3.99278139,6.038871856,0.822784593,,92606,121.8869,759.7688,0.1067,0.956472352,0.835006587,0.058819083,north luzon,0,1.64,0
Typhoon,Koppu,PH036911000,4,286,290,75.5,4.824561404,0.067476383,4.892037787,1.273616734,0.183271548,5928,76.13446007,60.96503472,370.8,125.0049674,0.608009246,25.6985447,1.855596752,4.369599886,0.351270705,,23712,36.7583,645.0809,0.1079,0.941808415,0.864995524,0.0615722,north luzon,0,1.64,0
Typhoon,Koppu,PH036912000,16,182,198,61.5,3.409836066,0.299765808,3.709601874,1.152224824,0.294742432,5337.499999,80,55.61358527,405.6,124.8606638,0.573343461,20.76880674,1.837898212,4.094246765,0.347956872,,21350,29.44,725.2028,0.1301,0.899787686,0.849044586,0.047775176,north luzon,0,1.64,0
Typhoon,Koppu,PH036913000,65,163,228,105.75,5.151299676,2.054199257,7.205498933,3.342024176,0.496512838,3164.25,68.46138861,61.9254197,345.12,155.9092541,8.149338365,291.4540673,41.09541575,39.85770945,8.835674816,,12657,81.2337,155.8087,0.1177,0.956579383,0.751408684,0.14000158,north luzon,0,1.64,0
Typhoon,Koppu,PH036914000,3,401,404,103.25,6.289209536,0.047051443,6.336260979,1.619353827,0.143644031,6376,80,40.65655715,438.6,123.9342757,0.517270341,24.29961783,1.751253515,3.753298724,0.331716519,,25504,37.3725,682.4319,0.1003,0.935849725,0.8170062,0.046071205,north luzon,0,1.64,0
Typhoon,Koppu,PH036915000,2,2,4,2.5,0.016828642,0.016828642,0.033657285,0.021035803,1,11884.49989,67.58488578,68.63885826,356.4,146.6877041,2.4293841,73.17135793,11.35995092,13.09422551,2.488748649,,47538,150.0901,316.7293,0.1269,0.94455117,0.761829928,0.09602844,north luzon,0,1.64,0
Typhoon,Koppu,PH036916000,1,3,4,1.75,0.003503721,0.001167907,0.004671628,0.002043837,0.997672341,85623.25596,64.69290155,77.21010407,338.8,136.4787967,1.039997075,50.68770437,4.506468475,6.471142423,0.97209681,,342493,300.2815,1140.5723,0.085,0.96806795,0.902255841,0.021404817,north luzon,0,1.64,0
Typhoon,Koppu,PH036917000,7,3527,3534,888.75,22.14235266,0.043945696,22.18629836,5.579533862,0.045109748,15928.75,70.53157912,65.84102946,366,123.2984603,0.539160288,26.67344924,1.806414873,4.016661581,0.33157033,,63715,125.5982,507.2906,0.1134,0.943383674,0.843498503,0.043396374,north luzon,0,1.64,0
Typhoon,Koppu,PH037101000,2,30,32,9.5,0.207947043,0.013863136,0.221810179,0.065849897,0.839327471,14426.75,50,111.5032638,196,187.3290128,10.6849513,354.6139441,46.21552639,53.76446876,9.577040954,,57707,760.7207,75.8584,0.2373,0.796286784,0.72231599,0.065971199,north luzon,0,2.777777778,0
Typhoon,Koppu,PH037103000,1,3,4,1.75,0.044159859,0.014719953,0.058879812,0.025759918,0.971805174,6793.499952,60.36981512,77.07276769,279.9,182.1589656,14.84808275,576.248969,44.51116372,72.23558648,9.35550195,,27174,479.9102,56.623,0.1576,0.915976135,0.750414319,0.080591742,north luzon,0,2.777777778,0
Typhoon,Koppu,PH037104000,1,1,2,1.25,0.006168936,0.006168936,0.012337873,0.00771117,1,16210.24953,40,144.3444806,122.4,204.8755193,8.012158961,155.5668749,42.29583938,40.14021837,8.776446254,,64841,118.5597,546.9026,0.0775,0.945219483,0.886330849,0.027575145,metro luzon,0,2.777777778,0
Typhoon,Koppu,PH037107000,13,1,14,13.25,0.001716444,0.022313766,0.024030209,0.022742877,1.020562029,58260.00098,40,153.4420825,146,203.4448201,10.14248301,142.3556186,32.42654656,50.28903648,7.142949748,,233040,160.956,1447.8664,0.031,0.981798424,0.921939745,0.003784758,metro luzon,0,2.777777778,0
Typhoon,Koppu,PH037113000,30,840,870,240,5.778060566,0.206359306,5.984419872,1.650874448,0.177980013,14537.75,65.17502032,69.21064613,371.84,184.5773464,9.978979887,320.4787785,34.3809509,47.96780415,7.522776054,,58151,521.8012,111.4429,0.1893,0.894324996,0.732967836,0.083867861,north luzon,0,2.777777778,0
Typhoon,Koppu,PH037701000,362,4624,4986,1518,46.75193367,3.660077852,50.41201153,15.34806127,0.097589301,9890.499999,98.05443934,34.53347304,268.8,36.64294241,10.00932069,135.7074704,50.48655831,49.85651695,10.5120885,,39562,115.3069,343.1065,0.0999,0.877227044,0.659246575,0.059172944,metro luzon,0,3,0
Typhoon,Koppu,PH037702000,863,4186,5049,1909.5,68.86850656,14.19816559,83.06667215,31.41529223,0.217525268,6078.25,101.4397997,25.91492073,328.4307692,41.22214951,13.28361311,329.296518,48.54926314,67.49803286,9.929348709,,24313,489.3365,49.6862,0.1844,0.802251935,0.455489092,0.118948711,north luzon,0,3,0
Typhoon,Koppu,PH037703000,358,2410,2768,960.5,60.87780234,9.043258604,69.92106094,24.26270919,0.16230794,3958.75,85.48702739,43.87619018,359.76,55.87922024,13.60832341,549.6986624,43.65944606,68.35650817,9.169350858,,15835,577.3137,27.4288,0.1394,0.865284974,0.504404145,0.159393748,north luzon,0,3,0
Typhoon,Koppu,PH037704000,134,1057,1191,398.25,37.34322558,4.734145911,42.07737149,14.06995231,0.149547823,2830.5,111.7349486,17.75069565,325.68,22.79824688,17.03900468,598.0338168,52.28484646,85.9409151,10.57988038,,11322,379.2897,29.85,0.1381,0.786144578,0.584650113,0.12329977,north luzon,0,3,0
Typhoon,Koppu,PH037705000,201,1939,2140,685.75,30.43717134,3.155168354,33.59233969,10.76446119,0.132173735,6370.5,65.45167771,89.25812715,229.44,93.19510704,17.66324936,357.2721686,46.25446983,88.42320549,9.619283883,,25482,409.6509,62.2039,0.1346,0.842419979,0.574307746,0.121497528,metro luzon,0,3,0
Typhoon,Koppu,PH037706000,116,1814,1930,569.5,24.40139898,1.560398171,25.96179715,7.660747915,0.100797526,7433.999999,128.9943826,6.223740646,312,12.79044341,16.11086805,433.9241443,49.36866718,81.88066842,10.19171179,,29736,464.1972,64.0594,0.145,0.875854214,0.62215262,0.106234867,north luzon,0,3,0
Typhoon,Koppu,PH037707000,108,1776,1884,552,17.43997643,1.060539107,18.50051554,5.420533215,0.111743045,10183.5,94.86986193,33.55628206,305.3333333,45.85475116,10.52547324,280.6896577,37.28324832,53.28449142,7.899570495,,40734,387.7522,105.0523,0.1014,0.952070183,0.699475768,0.077453724,north luzon,0,3,0
Typhoon,Koppu,PH037708000,553,2490,3043,1175.5,36.41415619,8.087159988,44.50131617,17.19069903,0.24288026,6838.000001,83.57635607,50.59191654,269,55.64268611,21.15507251,646.8014647,58.9238455,107.8472227,11.71812551,,27352,692.084,39.5213,0.1319,0.925667828,0.571428571,0.095678561,metro luzon,0,3,0
Typhoon,Koppu,PH045617000,966,60,1026,981,0.80794479,13.00791113,13.81585592,13.20989732,7.747975049,7426.249998,50.28575535,130.7309088,157.3714286,131.0285445,17.68079821,447.5204858,43.20252131,89.02350328,9.234492938,,29699,1530.9305,19.3993,0.4329,0.699229196,0.368412773,0.163911799,metro luzon,0,1.72,0
Typhoon,Koppu,PH045620000,289,2840,3129,999,16.44493985,1.673446344,18.1183862,5.784681307,0.153250534,17269.75,45.74620543,151.905903,130.1333333,151.4247442,9.267930367,204.4695074,45.3036999,46.54330011,9.647589908,,69071,199.8609,345.5996,0.1368,0.773829354,0.646554383,,metro luzon,0,1.72,0
Typhoon,Koppu,PH140110000,1,1,2,1.25,0.02806033,0.02806033,0.056120659,0.035075412,1,3563.750027,60.97285543,45.22231738,287.04,203.9952294,8.107729721,218.3484487,30.26589006,40.45974596,6.694014465,,14005,103.8063,134.9147,0.2848,0.977362205,0.719488189,0.115678709,north luzon,0,1.2,0
Typhoon,Koppu,PH140127000,1,12,13,4,0.890207715,0.074183976,0.964391691,0.296735905,0.568288854,1348.000001,71.44239313,35.13127128,358.8,190.4490639,11.16899195,451.6826887,30.91237363,54.54602932,6.71789723,,5395,101.3236,53.2453,0.3916,0.967863894,0.650283554,0.160237389,north luzon,0,1.2,0
Typhoon,Koppu,PH141102000,40,346,386,126.5,0.400734293,0.046327664,0.447061957,0.146511237,0.746985113,86341.50009,90,23.39220007,522.6,128.0556789,11.44653266,1374.69878,32.06163962,57.24365381,7.008038053,,345338,66.3593,5204.0048,0.0085,0.998392814,0.854544004,0.005889404,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141103000,3,7,10,4.75,0.182327277,0.078140262,0.260467539,0.123722081,0.911879716,3839.250003,74.27681424,62.54318199,447.7333333,140.825764,24.53685557,1418.897366,60.08688768,127.8624719,10.81405949,,15363,360.3464,42.634,0.2648,0.991634299,0.424260532,0.224588136,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141105000,1,9,10,3.25,0.082517707,0.009168634,0.091686341,0.029798061,0.93224215,10906.75,70.46180105,64.93048954,446.88,123.4453897,18.69511059,1899.717311,40.85577664,94.54744993,8.741253828,,43625,202.0425,215.92,0.1307,0.996133665,0.497468471,0.223737594,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141106000,70,225,295,126.25,1.504513541,0.468070879,1.97258442,0.844199264,0.586170071,14955,96.21996103,15.99674275,495.7333333,113.9846175,21.5571861,936.8886322,43.27822327,109.8615313,9.13829162,,59821,499.4621,119.7707,0.0476,0.97922974,0.562095184,0.030742227,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141108000,10,132,142,43,2.727131863,0.206600899,2.933732762,0.888383864,0.323734427,4840.25,80.15225795,41.49262559,503.4,137.5106654,19.58560525,940.8401289,56.13393899,100.6437845,10.83575375,,19371,206.6741,93.7272,0.1767,0.99022413,0.465903672,0.18170549,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141110000,1,1,2,1.25,0.003097582,0.003097582,0.006195163,0.003871977,1,32283.25066,88.3441935,29.23080415,524,130.5120188,14.72469629,1259.621878,39.03723886,73.74162659,8.323920212,,129136,80.44,1605.3817,0.0165,0.998660674,0.833387898,0.049847831,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141111000,1,50,51,13.5,0.556281812,0.011125636,0.567407449,0.150196089,0.649706003,8988.249994,69.71336943,73.28097342,431.6,135.4392616,18.68023299,1329.459106,46.36024536,95.42343705,9.620929258,,35953,167.2224,215,0.0617,0.995410568,0.51624907,0.10246711,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141112000,2,28,30,9,0.977568299,0.069826307,1.047394606,0.314218382,0.540980712,2864.25,89.1903677,27.35241631,521.4,139.5710917,19.79766442,702.9318555,41.55943521,99.49796499,8.80538216,,11463,115.8995,98.9046,0.0919,0.997306656,0.595613698,0.133979227,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141113000,1,60,61,16,0.503693754,0.008394896,0.51208865,0.134318334,0.67061188,11912,96.9847417,14.09811214,515.04,129.7049757,21.52565124,906.2774244,47.66018034,108.2624025,9.59250351,,47651,390.5194,122.0195,0.0458,0.995055291,0.667535737,0.087097045,north luzon,0,2.944444444,0
Typhoon,Koppu,PH141114000,1,5,6,2.25,0.111781802,0.02235636,0.134138162,0.050301811,0.919565655,4473.00001,80,35.4849879,521.76,128.6046926,17.05614344,1137.310914,37.7861349,85.19985967,8.138972743,,17896,87.1963,205.2378,0.1166,0.993513233,0.521536066,0.147104851,north luzon,0,2.944444444,0
Typhoon,Koppu,PH142701000,4,65,69,20.25,1.19063974,0.073270138,1.263909878,0.370930073,0.489934569,5459.249999,53.03508914,89.14522924,349.0285714,119.2615587,22.62028722,1220.493513,44.16219343,117.4597092,9.411387243,,21832,220.8154,98.87,0.3076,0.947515924,0.328152866,0.064157164,north luzon,0,2.555555556,0
Typhoon,Koppu,PH142702000,18,238,256,77.5,10.12765957,0.765957447,10.89361702,3.29787234,0.158699809,2350,60.14403905,81.0707828,399.3,122.1986714,25.22947146,1644.699468,48.46928159,128.9650093,9.851709614,,9385,277.026,33.8777,0.4056,0.994842702,0.261474987,0.139787234,north luzon,0,2.555555556,0
Typhoon,Koppu,PH142706000,3,23,26,8.75,0.53084069,0.06924009,0.60008078,0.201950263,0.698465945,4332.750001,51.59260863,88.35943975,340.2666667,109.1031986,19.54838511,776.1077532,45.77246951,101.2519041,9.76800104,,17343,315.1853,55.0248,0.3434,0.938344387,0.116678949,0.1535976,north luzon,0,2.555555556,0
Typhoon,Koppu,PH142707000,3,45,48,14.25,0.560415953,0.037361064,0.597777017,0.177465052,0.664797781,8029.749996,49.92368179,98.05284798,319.2,105.1517638,5.151570575,168.4042637,21.72391974,27.69441117,4.683344514,,32121,414.3016,77.5305,0.2151,0.910198935,0.665172317,0.155889038,north luzon,0,2.555555556,0
