disaster_type,disaster_name,pcode,Completely damaged (abs.),Partly damaged (abs.),Total damaged houses (abs.),total_damage_houses_0p25weight,Partly damaged (rel.),Completely damaged (rel.),Total damaged houses (rel.),total_damage_houses_0p25weight_perc,ratio_comp_part,Total # of houses,Wind speed,Distance to typhoon,rainfall,distance_first_impact,Slope,Elevation,ruggedness_stdev,Ruggedness,slope_stdev,Predicted damage class (1-5),Population,land_area,Population density,Poverty incidence,% strong roof type,% strong wall type,% skilled Agriculture/Forestry/Fishermen,Region,prov,Experience,Bicol region
Typhoon,Bopha,PH104321000,2,200,202,52,1.300749557,0.013007496,1.313757053,0.338194885,0.440294552,15375.74999,119.4467432,6.253520378,391.7526999,245.2702292,8.599923241,191.91286,26.28377987,45.10923002,5.848595138,,61507,234.8073,261.9484,0.1427,0.868722278,0.573401059,0.059037771,minandao,0,1,0
Typhoon,Bopha,PH104322000,66,291,357,138.75,4.055042675,0.919700401,4.974743076,1.93346107,0.379759485,7176.25,85.40007239,53.29265136,328,236.0660887,16.68259615,604.5698069,70.45064907,85.16829419,12.70993663,,28705,96.5609,297.2766,0.2785,0.849047386,0.397166585,0.09270162,minandao,0,1,0
Typhoon,Bopha,PH104323000,4,100,104,29,4.33557338,0.173422935,4.508996315,1.25731628,0.21992443,2306.5,80,58.87832247,328,241.9146052,6.531694653,453.1354326,15.70952743,31.32535723,3.457747915,,9221,33.512,275.1562,0.406,0.979419525,0.406860158,0.079991329,minandao,0,1,0
Typhoon,Bopha,PH104324000,3,119,122,32.75,0.650717703,0.016404648,0.667122351,0.179084074,0.61573499,18287.50001,114.4073759,19.25903256,358.3862164,221.1806575,6.824435217,80.91810129,44.328186,36.83308039,8.779064449,,73155,61.6272,1187.0542,0.1398,0.960557123,0.464437909,0.030307587,minandao,0,1,0
Typhoon,Bopha,PH104325000,3,287,290,74.75,4.684758213,0.048969598,4.733727811,1.220159151,0.184523169,6126.25,80,66.89646309,330.9883124,236.1493893,10.85040045,265.4124311,39.99921064,53.74486303,7.893110437,,24504,68.9263,355.5079,0.29,0.906403013,0.401694915,0.094062436,minandao,0,1,0
Typhoon,Bopha,PH104326000,1,33,34,9.25,0.335212555,0.010157956,0.345370511,0.093961095,0.75655217,9844.500013,109.4042765,23.480239,355.2620095,222.9092114,10.51369628,213.6845821,51.13461479,54.24808655,9.914460957,,39368,44.9963,874.9079,0.2024,0.932245186,0.573843625,0.035730611,minandao,0,1,0
Typhoon,Bopha,PH112301000,1,790,791,198.5,5.326860187,0.006742861,5.333603048,1.338457908,0.159122034,14830.5,122.6464384,17.39432132,506.3020986,85.68963205,3.256211979,72.10972792,21.26057574,18.06213117,4.483648288,,59213,279.1719,212.1023,0.3918,0.846423358,0.374160584,0.118775496,minandao,0,1,0
Typhoon,Bopha,PH112303000,15,5,20,16.25,0.026781291,0.080343872,0.107125162,0.087039194,1.052165521,18669.75006,89.6909878,48.74126669,470.7785363,101.6313594,0.968695721,14.00252903,4.92209063,6.441483087,0.929687216,,74554,181.8981,409.8671,0.2667,0.853109385,0.471675396,0.056428179,minandao,0,1,0
Typhoon,Bopha,PH112305000,1,1069,1070,268.25,5.601697802,0.005240129,5.606937931,1.405664579,0.15226994,19083.5,126.8186648,8.665300916,555.1291003,112.4632715,12.91704063,289.0643952,45.82148093,67.83317399,9.578731333,,76201,965.618,78.9142,0.3336,0.795836249,0.413002915,0.099903058,minandao,0,1,0
Typhoon,Bopha,PH112314000,87,754,841,275.5,5.499234192,0.634527022,6.133761214,2.00933557,0.251495326,13711,123.8377342,17.16228685,483,78.86321964,4.332446723,104.8438512,21.08578465,24.24579147,4.398286233,,54739,305.924,178.9301,0.4155,0.915258349,0.39953101,0.123039895,minandao,0,1,0
Typhoon,Bopha,PH112324000,125,244,369,186,3.662151514,1.87610221,5.538253724,2.791640089,0.616904492,6662.75,130,10.4122232,535.3878664,96.25052284,5.678398565,141.3001375,23.56736762,31.40500779,5.144283975,,26654,204.1131,130.5845,0.4319,0.961181832,0.248310545,,minandao,0,1,0
Typhoon,Bopha,PH112501000,6900,1,6901,6900.25,0.007112249,49.07451859,49.08163084,49.07629665,49.72089123,14060.25,147.1055652,6.503490546,465.6262957,15.25021457,11.86754242,499.9589699,46.39926988,60.68238384,9.06735721,,56247,1121.7629,50.1416,0.2617,0.921562712,0.428086583,0.155953842,minandao,0,1,0
Typhoon,Bopha,PH112503000,2980,1418,4398,3334.5,41.90616919,88.06797192,129.9741411,98.54451422,2.075877982,3383.75,103.5262494,28.54064478,556.9906471,47.27104212,12.38894794,431.449591,30.28523325,61.16362945,6.824819543,,13538,474.3882,28.5379,0.2759,0.93298005,0.430572852,0.127447359,minandao,0,1,0
Typhoon,Bopha,PH112504000,2017,3591,5608,2914.75,35.57294633,19.98068303,55.55362936,28.87391961,0.573666744,10094.75,109.1011438,29.38076707,440.9972415,31.43305132,14.83592606,663.1083441,51.99653205,74.78715849,10.21853975,,40384,722.0943,55.9262,0.516,0.479766879,0.174620629,0.173728919,minandao,0,1,0
Typhoon,Bopha,PH112505000,9729,271,10000,9796.75,2.663128931,95.60731132,98.27044025,96.27309355,26.37289409,10176,128.835801,12.52650314,493.2439955,29.53476342,9.568839657,364.7441129,33.01549069,47.97653169,7.178804682,,40709,571.2581,71.2619,0.2883,0.872729149,0.43614607,0.126572327,minandao,0,1,0
Typhoon,Bopha,PH112508000,80,1500,1580,455,14.05481377,0.749590068,14.80440384,4.263293511,0.11621466,10672.5,90.82707007,45.77444398,492.2786011,46.66933811,12.12220212,419.1150664,42.33498118,60.80039562,8.424529446,,42689,526.6046,81.0646,0.581,0.336691856,0.184089001,0.153033497,minandao,0,1,0
Typhoon,Bopha,PH112509000,77,136,213,111,0.385430173,0.218221495,0.603651667,0.314579038,0.879309199,35285.25003,65.69879195,90.86238866,435.4919825,94.12448424,13.74481858,335.3143425,47.34539365,68.72949966,9.880820666,,141144,892.4682,158.1501,0.27,0.790875122,0.329733463,0.085340192,minandao,0,1,0
Typhoon,Bopha,PH112511000,192,1354,1546,530.5,20.65204957,2.928503337,23.58055291,8.091515729,0.181437943,6556.249999,80.65001609,60.79223585,442.1272794,62.08036373,15.65858272,540.469433,46.44995779,77.87426732,9.287437083,,26234,351.4265,74.65,0.5686,0.559836648,0.169744318,0.134833175,minandao,0,1,0
Typhoon,Bopha,PH118201000,9059,9649,18708,11471.25,44.12282507,41.42488054,85.5477056,52.4555868,0.940208874,21868.5,140.827372,1.563135893,531.8446261,46.34674725,8.776090948,430.1178038,42.24130935,44.72191694,8.518463924,,87476,447.8852,195.3088,0.2703,0.932552569,0.452450641,0.078240391,minandao,0,1,0
Typhoon,Bopha,PH118202000,5815,8711,14526,7992.75,47.16679752,31.4860438,78.65284132,43.27774318,0.674448904,18468.5,133.2741801,5.575594434,643.5886861,89.23702892,5.484991796,178.1458882,22.79038379,29.72453455,4.854264903,,73883,885.8578,83.4028,0.538,0.870107477,0.283431987,0.184381515,minandao,0,1,0
Typhoon,Bopha,PH118203000,57,1527,1584,438.75,14.86059073,0.554717532,15.41530826,4.269865213,0.098023936,10275.5,90.00638293,44.76403371,463.2339494,77.26608939,15.32921367,528.8369531,51.77150108,78.42817705,10.60279647,,41113,269.1223,152.7667,0.3208,0.764608027,0.403202329,0.115493163,minandao,0,1,0
Typhoon,Bopha,PH118204000,274,1589,1863,671.25,7.820170528,1.348474968,9.168645496,3.3035176,0.266261855,20319.25,95.93056494,33.38277959,463.8004633,72.55718747,14.27751362,419.7024963,48.32826291,73.51951306,9.974690889,,81274,397.9109,204.25,0.2961,0.922697545,0.444712311,0.083467648,minandao,0,1,0
Typhoon,Bopha,PH118205000,147,1000,1147,397,6.574405838,0.966437658,7.540843496,2.610039118,0.259616094,15210.5,95.15519987,36.54126945,482.4202443,53.57701319,15.24150727,1145.096559,53.17097032,76.33492675,10.39926739,,60830,536.271,113.4315,0.3123,0.90123545,0.475966339,0.103119556,minandao,0,1,0
Typhoon,Bopha,PH118206000,710,3299,4009,1534.75,35.60232025,7.662215028,43.26453528,16.56279509,0.236657539,9266.249999,112.9628996,22.71614176,477.9060746,70.60441496,5.796570532,128.6815642,27.55185476,30.92575437,5.881322787,,37063,157.1437,235.8542,0.3216,0.959018375,0.514144101,0.082692567,minandao,0,1,0
Typhoon,Bopha,PH118207000,6777,13355,20132,10115.75,56.28608758,28.56239727,84.84848485,42.63391916,0.51604846,23727,118.5224176,19.3303344,659.3785127,61.68895984,9.419178302,282.2568764,36.96534638,48.85782579,7.83352236,,94909,709.895,133.6944,0.2592,0.949844735,0.351886615,0.090234754,minandao,0,1,0
Typhoon,Bopha,PH118208000,5423,5495,10918,6796.75,50.29057795,49.63162952,99.92220748,62.20427401,0.987152642,10926.5,139.056272,2.544504289,591.9051119,67.59650278,7.174112483,171.5791941,24.90649736,38.32491304,5.399331385,,43712,329.6232,132.612,0.4017,0.955602537,0.411054062,0.145975381,minandao,0,1,0
Typhoon,Bopha,PH118209000,2633,6416,9049,4237,31.20850257,12.80735462,44.01585719,20.60948026,0.428686636,20558.5,125.4455299,16.40746062,512.3179451,62.68457025,7.588164222,286.3062006,38.76061231,39.27240521,8.15771171,,82220,341.0594,241.0723,0.2443,0.957092726,0.492078682,0.085025658,minandao,0,1,0
Typhoon,Bopha,PH118210000,7702,4824,12526,8908,40.43079244,64.55181662,104.9826091,74.65951473,1.582200406,11931.5,130.1820433,16.08562503,503.0965212,43.7161883,15.86075368,919.5756649,65.20069381,81.03723297,11.6134849,,47721,709.5675,67.2536,0.329,0.964677433,0.519388548,0.137157943,minandao,0,1,0
Typhoon,Bopha,PH118211000,56,536,592,190,2.495954551,0.260771371,2.756725922,0.884760009,0.360637232,21474.75,85.08463278,53.63236553,462.6178674,73.56089946,14.6718506,714.18925,49.11910492,75.13311813,9.975435736,,85894,679.275,126.4495,0.3645,0.755567172,0.358352498,0.079244229,minandao,0,1,0
Typhoon,Bopha,PH126317000,3,3,6,3.75,0.017148737,0.017148737,0.034297473,0.021435921,1,17494.00021,40,184.6129464,175.6176691,223.8054037,9.064092469,576.2815177,42.04794658,45.92700811,8.450675497,,69967,364.1181,192.1548,0.3293,0.838733075,0.461143341,0.077226478,minandao,0,1,0
Typhoon,Bopha,PH126318000,1,7,8,2.75,0.068381078,0.009768725,0.078149803,0.026863995,0.945139095,10236.75005,40,190.3232203,182.5602231,245.5319148,0.725787295,129.1426418,2.800476449,4.805400917,0.542683824,,40943,95.1096,430.4822,0.2795,0.930984153,0.567854909,0.053288397,minandao,0,1,0
Typhoon,Bopha,PH153601000,7,2,9,7.5,0.038385874,0.134350559,0.172736433,0.143947027,1.092417171,5210.25,67.64447442,78.24752974,218,271.2997812,17.53770625,1300.592965,53.15662962,85.75119139,10.36101489,,20841,26.2363,794.5896,0.8476,0.894585529,0.347388596,0.09668442,minandao,0,1,0
Typhoon,Bopha,PH153603000,5,16,21,9,0.219328307,0.068540096,0.287868403,0.123372173,0.87633502,7295,70,72.06828854,218,265.5243558,9.392391045,975.4673729,29.70399064,47.19019686,6.224319143,,29185,47.9301,608.926,0.6355,0.993939394,0.54520202,0.109938314,minandao,0,1,0
Typhoon,Bopha,PH153606000,15,31,46,22.75,0.555157593,0.268624642,0.823782235,0.40741404,0.815753109,5584,82.90151733,49.90263777,357.4361146,236.7453212,6.881102007,946.8813443,27.73406349,34.78506929,5.978022709,,22354,178.991,124.8906,0.5288,0.998203862,0.398742703,0.104092049,minandao,0,1,0
Typhoon,Bopha,PH153610000,7,18,25,11.5,0.381073357,0.148195194,0.529268551,0.243463533,0.831378861,4723.499999,85.56659104,48.18303565,302,247.5598886,8.3285186,708.9685112,27.48420855,42.40554832,6.067675946,,18900,99.9154,189.1595,0.7476,0.983682984,0.208041958,0.158092516,minandao,0,1,0
Typhoon,Bopha,PH153611000,1,2,3,1.5,0.022129402,0.011064701,0.033194103,0.016597051,0.989174853,9037.749868,70.86723042,70.51634447,336.6440824,232.018014,10.86862698,1380.37302,44.56962749,55.14384735,9.0465806,,36161,313.6023,115.3083,0.74,0.942711458,0.382494005,0.145832757,minandao,0,1,0
Typhoon,Bopha,PH153615000,147,47,194,158.75,0.427690698,1.337670906,1.765361603,1.44459358,1.637379097,10989.25,50.56142608,106.3327459,271.9399473,275.1421821,5.266599406,142.4339932,27.73148841,27.38632351,5.46701932,,43963,105.0378,418.5599,0.6806,0.881771002,0.289371355,0.105989945,minandao,0,1,0
Typhoon,Bopha,PH153622000,3,14,17,6.5,0.251945832,0.053988392,0.305934224,0.11697485,0.841880188,5556.750003,70,71.95553057,280,245.4332157,4.497581975,796.6086764,22.8900416,22.61996106,5.097924046,,22216,22.991,966.2746,0.6433,0.999189955,0.413122722,0.124713187,minandao,0,1,0
Typhoon,Bopha,PH153623000,1,2,3,1.5,0.062179388,0.031089694,0.093269081,0.046634541,0.97073028,3216.50001,60,91.04651121,278.5830649,279.349445,8.659676783,944.1513148,37.85992247,42.75571116,7.992231961,,12858,69.0818,186.1266,0.7251,0.981625442,0.340636042,0.18428416,minandao,0,1,0
Typhoon,Bopha,PH153624000,5,25,30,11.25,0.448450603,0.089690121,0.538140724,0.201802771,0.752314313,5574.749998,80,55.88780539,290.6821569,247.9356845,6.946622719,752.8785553,35.47002719,35.77373029,7.478723953,,22278,22.5308,988.7274,0.6704,0.955465587,0.489878543,0.101618907,minandao,0,1,0
Typhoon,Bopha,PH153626000,1,8,9,3,0.123676277,0.015459535,0.139135812,0.046378604,0.903694022,6468.500001,70,69.1442745,280,248.2654176,0.99060763,704.82643,3.638249269,6.542067342,0.699154501,,25870,10.2768,2517.1536,0.683,0.929277943,0.588031652,0.117647059,minandao,0,1,0
Typhoon,Bopha,PH153627000,4,13,17,7.25,0.219928946,0.067670445,0.287599391,0.122652681,0.875190681,5910.999999,70,66.17401729,280,247.7893562,0.877543285,704.8912281,3.616126365,5.786928577,0.700455704,,23634,11.6348,2031.3987,0.6781,0.997483644,0.729743332,0.115124344,minandao,0,1,0
Typhoon,Bopha,PH153631000,30,1,31,30.25,0.018762606,0.562878184,0.58164079,0.567568835,1.534094572,5329.749999,54.88226049,100.3332343,296.5789807,263.0264713,7.627147602,637.532019,27.77093866,35.99688437,5.996696905,,21330,282.4193,75.526,0.7619,0.972759857,0.138351254,0.172522163,minandao,0,1,0
Typhoon,Bopha,PH153632000,1,9,10,3.25,0.261818182,0.029090909,0.290909091,0.094545455,0.81556196,3437.499999,57.7384864,97.28131165,261.3097569,274.9813597,7.942278462,567.4982048,22.29438757,41.06849366,4.990647535,,13748,81.8888,167.8864,0.7252,0.962637363,0.101098901,0.210181818,minandao,0,1,0
Typhoon,Bopha,PH153633000,10,15,25,13.75,0.371977681,0.247985121,0.619962802,0.340979541,0.909624944,4032.500002,80,58.31356848,280,242.8137522,5.23732754,774.0020528,23.57295851,26.86874955,5.090948854,,16127,34.7563,464.0083,0.5284,0.92516129,0.523870968,0.115747055,minandao,0,1,0
Typhoon,Bopha,PH153635000,16,142,158,51.5,3.418597653,0.385194102,3.803791754,1.239843515,0.313491793,4153.75,50.80656198,104.4064151,282.7242572,286.4056356,11.88633404,223.7997601,46.09619559,62.21319286,9.158071841,,16622,185.6756,89.522,0.7271,0.802305722,0.245943638,0.171170629,minandao,0,1,0
Typhoon,Bopha,PH153639000,6,24,30,12,0.618516848,0.154629212,0.77314606,0.309258424,0.713387206,3880.250001,50,114.0852562,256.8550009,262.9509634,10.62864184,279.8641822,39.44522779,52.73994736,8.410382651,,15514,106.6803,145.4253,0.6044,0.922638436,0.153501629,0.173184718,minandao,0,1,0
Typhoon,Bopha,PH160201000,1,43,44,11.75,0.279157334,0.006492031,0.285649365,0.076281365,0.786839902,15403.50002,67.339556,79.85989103,172.1838841,189.4004337,12.47417224,309.0892086,41.91553783,63.89787078,8.891609783,,60642,541.0363,112.0837,0.3076,0.657132407,0.348500366,0.096682572,minandao,0,1,0
Typhoon,Bopha,PH160202000,12,254,266,75.5,0.30142733,0.014240661,0.315667991,0.089597494,0.779329462,84265.74996,61.62773639,95.76252994,174.992171,180.1146238,6.159448099,119.8703195,31.77102297,32.51199165,6.658859572,,331799,807.4428,410.9259,0.1865,0.807901617,0.398215334,0.049777045,minandao,0,1,0
Typhoon,Bopha,PH160204000,21,127,148,52.75,2.437736936,0.403090359,2.840827295,1.012524593,0.408143609,5209.75,67.63442657,84.28265361,218.195972,207.1804387,11.8551419,170.0237218,29.69530263,59.56974504,6.754047974,,20847,159.678,130.5564,0.3766,0.669619706,0.260587727,0.104419598,minandao,0,1,0
Typhoon,Bopha,PH160206000,3,10,13,5.5,0.214373761,0.064312128,0.278685889,0.117905568,0.876428792,4664.749997,50,148.2767293,327,224.6013872,13.21990276,441.5162656,38.06000267,65.13466217,8.115822864,,18653,178.6644,104.4027,0.4003,0.645698657,0.4082546,0.115011523,minandao,0,1,0
Typhoon,Bopha,PH160207000,2,58,60,16.5,0.816498909,0.028155135,0.844654044,0.232279862,0.566009222,7103.499998,70.40329956,75.39137916,233.5394274,171.3149451,6.918115783,181.3440585,29.07120222,37.96043116,6.273106485,,28405,239.206,118.7469,0.5941,0.655807365,0.214235127,0.159393257,minandao,0,1,0
Typhoon,Bopha,PH160211000,2,1,3,2.25,0.016043639,0.032087277,0.048130916,0.036098187,1.015790305,6233.000012,50.31361862,124.7520673,323.0042688,210.0947523,12.12801234,223.7913517,46.05608105,59.45261824,9.696064895,,24936,117.7136,211.8363,0.4267,0.574710425,0.406756757,0.082263757,minandao,0,1,0
Typhoon,Bopha,PH160302000,1770,1643,3413,2180.75,14.55560231,15.68071582,30.23631813,19.3196164,1.072328508,11287.75,83.80593402,49.90956712,503.9457152,87.6191097,4.187109211,112.9317069,21.15680882,22.41346976,4.54614856,,45138,582.3035,77.5162,0.391,0.742418275,0.176968504,0.114172444,minandao,0,1.142857143,0
Typhoon,Bopha,PH160303000,3,9,12,5.25,0.065692232,0.021897411,0.087589643,0.038320469,0.958904813,13700.24993,77.04137454,61.3138476,273.5,164.8061308,9.660317516,256.4060715,37.93718075,51.3335572,7.982437559,,54792,1652.2893,33.1612,0.5285,0.453268173,0.135264857,0.156311016,minandao,0,1.142857143,0
Typhoon,Bopha,PH160304000,559,2395,2954,1157.75,33.95116419,7.924300953,41.87546515,16.412092,0.2553363,7054.249999,95.90854299,33.90694733,352.9078998,128.4015523,10.15358168,350.330105,44.14083474,54.33057979,9.153100129,,28211,1209.3509,23.3274,0.5282,0.265345025,0.07624857,0.178934685,minandao,0,1.142857143,0
Typhoon,Bopha,PH160305000,5014,3269,8283,5831.25,30.76633491,47.18947789,77.9558128,54.88106162,1.516998358,10625.25,110.8210672,21.70192305,402,113.0743757,8.822026095,248.5228774,44.72495458,47.02974057,9.104644594,,42507,1369.855,31.0303,0.4858,0.485078797,0.12931709,0.175431166,minandao,0,1.142857143,0
Typhoon,Bopha,PH160306000,6,631,637,163.75,3.054543694,0.029044789,3.083588484,0.792680713,0.253800395,20657.75,64.92044001,87.77125962,195.9723746,135.944931,5.46075471,171.6841989,27.95604892,29.14791245,5.860873467,,82634,615.4518,134.2655,0.3929,0.62252597,0.223947512,0.140286333,minandao,0,1.142857143,0
Typhoon,Bopha,PH160307000,193,1796,1989,642,15.3888996,1.653706917,17.04260652,5.500931817,0.161920994,11670.75,77.47631134,63.62730376,381.4522417,99.42318642,5.689669107,175.733839,30.60227658,30.33155001,6.393778342,,46682,490.1309,95.2439,0.3997,0.739670242,0.289332539,0.07458818,minandao,0,1.142857143,0
Typhoon,Bopha,PH160308000,4,208,212,56,1.116149285,0.021464409,1.137613694,0.300501731,0.482699598,18635.5,72.02342608,72.69153092,296.927365,117.399357,3.127555817,70.98491064,21.53392005,17.24900112,4.504147429,,74546,442.2385,168.5653,0.3079,0.79260355,0.393858715,0.072093585,minandao,0,1.142857143,0
Typhoon,Bopha,PH160309000,9,1,10,9.25,0.012457566,0.112118098,0.124575664,0.115232489,1.09843428,8027.250009,85.7626388,46.90006963,341,146.9846453,10.42024955,313.5487659,40.14277129,55.35979908,8.549437762,,32099,1267.7143,25.3204,0.5567,0.362279512,0.087893864,,minandao,0,1.142857143,0
Typhoon,Bopha,PH160310000,1697,2411,4108,2299.75,36.08066145,25.3956377,61.47629915,34.41580306,0.711843766,6682.25,98.63195297,30.7930872,588.1290638,74.63580922,1.414126526,42.97057941,8.708690128,8.609283593,1.755742441,,26733,139.1547,192.1101,0.3602,0.911840082,0.39261917,0.126342175,minandao,0,1.142857143,0
Typhoon,Bopha,PH160311000,248,173,421,291.25,1.803304321,2.58508365,4.388387971,3.035909731,1.278877796,9593.5,79.43801751,57.87381093,316.1724602,122.7970972,2.621240938,42.73380972,16.63390046,15.79815269,3.277112503,,38372,440.0571,87.1978,0.4597,0.482885086,0.137286064,0.139365195,minandao,0,1.142857143,0
Typhoon,Bopha,PH160312000,5606,2331,7937,6188.75,18.08203239,43.48686124,61.56889363,48.00736934,2.331348168,12891.25,90.17508199,42.8065163,500.4751322,68.94650933,4.029961383,105.7663548,17.02427663,22.21646746,3.682034716,,51565,503.4013,102.4332,0.3404,0.80444935,0.317066961,0.095704451,minandao,0,1.142857143,0
Typhoon,Bopha,PH160313000,3245,4371,7616,4337.75,40.00366082,29.69843957,69.7021004,39.69935478,0.748675581,10926.5,102.3414465,28.04335373,431.445097,87.11675184,2.342854674,51.76214384,10.58146443,13.87155212,2.200377526,,43707,332.2943,131.531,0.4874,0.868536559,0.177137964,0.168535213,minandao,0,1.142857143,0
Typhoon,Bopha,PH160313000,220,1,221,220.25,0.009152062,2.01345353,2.022605592,2.015741546,2.986124337,10926.5,102.3414465,28.04335373,431.445097,87.11675184,2.342854674,51.76214384,10.58146443,13.87155212,2.200377526,,43707,332.2943,131.531,0.4874,0.868536559,0.177137964,0.168535213,minandao,0,1.142857143,0
Typhoon,Bopha,PH160314000,1,53,54,14.25,0.696406281,0.013139741,0.709546022,0.187241311,0.597227063,7610.499999,56.15688417,112.371552,278.4166369,174.0207195,14.14087724,547.8568027,40.23063206,71.0348565,8.337497126,,30436,908.1219,33.5154,0.4775,0.798854041,0.186519903,0.177189409,minandao,0,1.142857143,0
Typhoon,Bopha,PH166702000,1,2,3,1.5,0.055225735,0.027612868,0.082838603,0.041419301,0.973832265,3621.499991,50,163.8970844,434,240.7021852,6.758557013,105.4639299,28.09658731,33.73686077,6.222073662,,14479,78.1123,185.3607,0.3714,0.616963985,0.51632447,0.120254038,minandao,0,1.181818182,0
Typhoon,Bopha,PH166706000,1,33,34,9.25,0.402770573,0.012205169,0.414975742,0.112897812,0.721575707,8193.250004,50,162.4273939,489.3873503,223.847967,15.42871913,396.0735816,42.89790851,76.80078422,9.029877014,,32757,357.0065,91.7539,0.4137,0.610609638,0.454381336,0.040063467,minandao,0,1.181818182,0
Typhoon,Bopha,PH166707000,6,6,12,7.5,0.100895447,0.100895447,0.201790894,0.126119309,1,5946.750005,43.75099087,202.7619935,492.8522731,243.977147,7.600951812,41.67111023,29.08560854,41.64382467,5.937997303,,23793,105.3437,225.8635,0.4349,0.648469487,0.403392474,0.102534998,minandao,0,1.181818182,0
Typhoon,Bopha,PH166714000,1,1,2,1.25,0.014958304,0.014958304,0.029916607,0.01869788,1,6685.250102,50,156.3625208,478.4128585,245.9576218,7.961062972,169.8294881,36.02561321,39.93227662,7.491607002,,26742,133.1938,200.7747,0.4169,0.759629941,0.580053818,0.119591638,minandao,0,1.181818182,0
Typhoon,Bopha,PH166716000,1,547,548,137.75,22.4364233,0.041017227,22.47744053,5.650123052,0.044418776,2437.999999,40,214.9344997,452,254.382001,3.831942921,28.46034058,22.67806893,21.62490236,4.510561451,,9755,93.2487,104.6126,0.4638,0.551636209,0.283892903,0.134126333,minandao,0,1.181818182,0
