pcode,N damaged,P damaged,N houses,Wind speed,Distance to typhoon,Poverty incidence,p strong roof,p strong wall,Experience,Region
PH087805000,107,0.034726166,3081.25,96.8940712,63.34153758,0.3172,0.821060383,0.500368189,1.25,central
PH087808000,1767,0.129232795,13673,105.0081267,54.64044536,0.2173,0.889200204,0.553574461,1.25,central
PH168505000,245,0.105274466,2327.25,103.6794899,52.97256624,0.5421,0.77962298,0.477109515,1,central
PH175302000,1218,0.388361897,3136.25,112.4472661,52.58199897,0.3336,0.687910644,0.36629435,1,central
PH175307000,1580,0.286673319,5511.5,162.7609912,23.30900722,0.3491,0.467475632,0.240262321,1,central
PH175309000,3304,0.25512036,12950.75,169.0288562,16.01303952,0.2345,0.716479107,0.265026607,1,central
PH175310000,22,0.003935599,5590,77.89401934,88.49894491,0.1384,0.705483549,0.607976072,1,central
PH175313000,22,0.005616543,3917,95.64989824,60.60237135,0.3955,0.408752605,0.13307532,1,central
PH175322000,1522,0.302299022,5034.75,155.7459001,12.85652194,0.2361,0.580818966,0.220258621,1,central
PH012804000,1,0.000272628,3668.000003,68.28011169,54.97697394,0.1197,0.961233729,0.890209394,3.262295082,north luzon
PH012815000,1,0.000168279,5942.500013,65.19157155,64.06083949,0.1578,0.802100608,0.790860512,3.262295082,north luzon
PH013301000,1,6.28E-05,15922.99997,40,187.1937303,0.1085,0.985153685,0.832065055,3.210526316,north luzon
PH013303000,1,9.51E-05,10519.49998,50,141.0665531,0.0999,0.981118448,0.817787866,3.210526316,north luzon
PH013309000,1,0.000181496,5509.749994,40,174.5636002,0.1148,0.987771203,0.690927022,3.210526316,north luzon
PH013316000,1,0.000107562,9297.00001,48.60675095,149.2503058,0.1067,0.977428504,0.768967147,3.210526316,north luzon
PH013318000,1,0.000320616,3118.999986,48.47012793,139.2428265,0.1452,0.979856115,0.577338129,3.210526316,north luzon
PH013319000,1,0.000234522,4264.000018,50,128.6478308,0.1137,0.965407131,0.754390633,3.210526316,north luzon
PH015502000,1,9.65E-05,10365.74996,40,242.5438689,0.1384,0.91968339,0.738563613,2.568181818,north luzon
PH015506000,1,6.97E-05,14338.74991,40,220.9630286,0.106,0.955909369,0.819657073,2.568181818,north luzon
PH015512000,1,7.33E-05,13638.75042,40,214.7003879,0.1039,0.960720778,0.813986567,2.568181818,north luzon
PH015529000,1,0.000164616,6074.750042,40,213.5172628,0.1156,0.923901582,0.799297012,2.568181818,north luzon
PH015530000,1,5.75E-05,17388.75047,40,209.2142551,0.1178,0.961238837,0.807144214,2.568181818,north luzon
PH015533000,51,0.002457091,20756.25001,40,206.5344441,0.1158,0.938382136,0.722236849,2.568181818,north luzon
PH015535000,2,0.000151117,13234.74974,40,208.9089874,0.1329,0.931337119,0.808810876,2.568181818,north luzon
PH015541000,1,8.42E-05,11879.49999,40,202.9193173,0.1176,0.960406381,0.838207368,2.568181818,north luzon
PH015546000,1,3.01E-05,33235.00204,40,224.6413103,0.112,0.960972316,0.809956126,2.568181818,north luzon
PH015547000,2,0.000128343,15583.24988,40,231.4446641,0.1119,0.946550523,0.801881533,2.568181818,north luzon
PH015548000,1,0.000126996,7874.250115,40,216.8373363,0.1136,0.959731544,0.831003634,2.568181818,north luzon
PH021502000,17,0.001748836,9720.75,80,0.49068017,0.1888,0.973043763,0.708392448,3.216216216,north luzon
PH021504000,52,0.004346009,11965,80,10.71014513,0.2519,0.944695685,0.603805576,3.216216216,north luzon
PH021512000,4,0.000446503,8958.500017,80,39.24220334,0.1969,0.89080536,0.81438238,3.216216216,north luzon
PH021513000,1,7.06E-05,14165.24999,80.08809079,18.89139767,0.1671,0.955766319,0.713283927,3.216216216,north luzon
PH021515000,5,0.000717824,6965.500001,80,17.01974316,0.1428,0.961285008,0.800823723,3.216216216,north luzon
PH021517000,22,0.002248627,9783.75,80,14.97376618,0.1363,0.971338298,0.68788084,3.216216216,north luzon
PH021520000,2,0.000339026,5899.250004,80,16.64293608,0.1559,0.933816863,0.689392566,3.216216216,north luzon
PH021521000,4,0.000889185,4498.5,80,2.469672927,0.1879,0.802876271,0.500371932,3.216216216,north luzon
PH021522000,1,0.000162993,6135.250001,60.49926958,64.73661282,0.1723,0.779048981,0.813728995,3.216216216,north luzon
PH021524000,1,0.000962927,1038.5,62.83228718,62.09566472,0.1748,0.691836735,0.717346939,3.216216216,north luzon
PH021525000,1,0.000210106,4759.500006,80,36.6273538,0.1615,0.921298459,0.748248482,3.216216216,north luzon
PH021529000,2,5.21E-05,38375.49993,80,30.42416658,0.0926,0.980014691,0.904786681,3.216216216,north luzon
PH023111000,1,0.000703359,1421.750001,80,35.40217209,0.4572,0.841812401,0.312698413,1.716981132,north luzon
PH025005000,1,6.50E-05,15378.00048,40,163.2854257,0.0873,0.985386084,0.815453468,3.541666667,north luzon
PH025010000,4,0.000674707,5928.499966,40,173.8604562,0.3292,0.86928934,0.16044235,3.541666667,north luzon
PH025012000,2,0.000494438,4044.999994,40,197.9098738,0.2365,0.961838216,0.509809191,3.541666667,north luzon
PH037106000,1,8.38E-05,11929.75012,40,277.0922605,0.1798,0.876259535,0.701883239,2.777777778,north luzon
PH037108000,1,0.000114459,8736.750006,40,287.1703761,0.2076,0.821896881,0.746340843,2.777777778,north luzon
PH141106000,1,6.69E-05,14955.00005,40,185.0662821,0.0476,0.97922974,0.562095184,2.944444444,north luzon
PH143206000,1,0.000458033,2183.250002,65.91377038,66.27079627,0.2614,0.993634259,0.40162037,4.28,north luzon
PH143209000,3,0.000374696,8006.499997,75.18472285,39.98083147,0.3192,0.833972515,0.356024289,4.28,north luzon
PH148102000,1,0.000153545,6512.749999,78.74616472,20.93799259,0.5631,0.920051226,0.476765459,4.214285714,north luzon
PH148103000,1,0.000230004,4347.75,80,21.9759433,0.3573,0.917120238,0.519049975,4.214285714,north luzon
PH148104000,1,0.00025745,3884.250006,79.94424122,4.146890744,0.639,0.896805112,0.403833866,4.214285714,north luzon
PH148105000,1,0.000209831,4765.75,74.99192305,39.82227524,0.3342,0.830709615,0.668684912,4.214285714,north luzon
PH148106000,4,0.001072027,3731.250002,80,22.21183535,0.4112,0.858138062,0.576314123,4.214285714,north luzon
PH148107000,1,0.000293837,3403.25,78.96425277,37.23471895,0.3263,0.901317904,0.69013179,4.214285714,north luzon
PH012806000,1,0.000409123,2444.249998,68.25614647,25.39737215,0.1378,0.897959184,0.807823129,3.262295082,north luzon
PH012807000,1,0.002552648,391.75,60.01843773,39.6689564,0.1427,0.983552632,0.898026316,3.262295082,north luzon
PH012814000,22,0.009257311,2376.500001,64.7156776,37.13998979,0.1697,0.857703631,0.723748773,3.262295082,north luzon
PH012815000,1,0.000168279,5942.499997,60,48.13981866,0.1578,0.802100608,0.790860512,3.262295082,north luzon
PH012902000,1,0.000516262,1937,85.49272567,25.93701627,0.1872,0.984269663,0.781460674,2.068965517,north luzon
PH012907000,1,0.0002014,4965.250008,83.92055868,6.640819629,0.1476,0.979157017,0.873552571,2.068965517,north luzon
PH012909000,1,0.000372162,2686.999996,82.36324208,30.68413203,0.1866,0.989191526,0.732382188,2.068965517,north luzon
PH012913000,1,0.000760601,1314.75,80,25.37750743,0.1741,0.98392555,0.77072758,2.068965517,north luzon
PH012914000,21,0.001908831,11001.5,85.41079086,19.96295657,0.1682,0.969390942,0.847683498,2.068965517,north luzon
PH012916000,3,0.001063076,2821.999996,80,37.3276147,0.1898,0.987924528,0.74,2.068965517,north luzon
PH012917000,1,0.00054003,1851.750006,75.62647747,37.19741273,0.2168,0.992810458,0.505882353,2.068965517,north luzon
PH012918000,1,0.000479099,2087.249993,94.46946775,18.24832821,0.1576,0.989915074,0.811571125,2.068965517,north luzon
PH012921000,1,0.000313529,3189.500003,82.98765651,2.614243882,0.1382,0.976095618,0.921405288,2.068965517,north luzon
PH012923000,1,0.000286841,3486.249999,80.15769662,2.020456082,0.1462,0.983725136,0.933453888,2.068965517,north luzon
PH012924000,9,0.00090298,9967.00001,81.39407232,34.03060258,0.1878,0.957066998,0.757315558,2.068965517,north luzon
PH012926000,11,0.001451139,7580.249995,85.80110864,21.26823922,0.1506,0.977286402,0.85454272,2.068965517,north luzon
PH012927000,1,0.000213231,4689.749999,91.81374259,20.3636781,0.179,0.966239814,0.820023283,2.068965517,north luzon
PH012929000,1,0.001461454,684.2500001,70.81827477,45.71601086,0.2301,0.998050682,0.471734893,2.068965517,north luzon
PH012931000,1,0.00087241,1146.249997,80,48.95063277,0.2143,0.896348645,0.613663133,2.068965517,north luzon
PH012933000,1,0.000101841,9819.249998,81.94146475,37.76784089,0.188,0.974446538,0.787329251,2.068965517,north luzon
PH013301000,132,0.008289895,15923,100,2.564695237,0.1085,0.985153685,0.832065055,3.210526316,north luzon
PH013302000,5,0.000421425,11864.5,97.49036714,12.00974474,0.1278,0.980039544,0.717634874,3.210526316,north luzon
PH013303000,5,0.000475308,10519.5,90.77870491,29.18766859,0.0999,0.981118448,0.817787866,3.210526316,north luzon
PH013304000,15,0.004458977,3364,86.91386565,34.0894601,0.1621,0.996291301,0.495616993,3.210526316,north luzon
PH013305000,1,0.000102072,9796.999956,85.07962654,32.14261937,0.1181,0.985052317,0.804530298,3.210526316,north luzon
PH013306000,1,0.000111275,8986.749999,84.69406474,35.35348652,0.1209,0.97889355,0.791426324,3.210526316,north luzon
PH013307000,49,0.002612219,18758,98.80544774,17.27011918,0.1043,0.979791277,0.77468782,3.210526316,north luzon
PH013308000,11,0.00545432,2016.75,90,26.99639023,0.1341,0.986262164,0.637092158,3.210526316,north luzon
PH013309000,54,0.009800808,5509.750001,99.84325677,12.89656206,0.1148,0.987771203,0.690927022,3.210526316,north luzon
PH013310000,7,0.000782079,8950.5,92.15795638,29.46284,0.1057,0.972890463,0.833801441,3.210526316,north luzon
PH013311000,20,0.001475443,13555.25,90.52054277,22.88918074,0.1091,0.980293077,0.773370389,3.210526316,north luzon
PH013312000,8,0.00162519,4922.499999,100,8.644507889,0.1238,0.97952611,0.825626869,3.210526316,north luzon
PH013313000,35,0.002524433,13864.5,100,1.198369126,0.1226,0.984011991,0.801065867,3.210526316,north luzon
PH013314000,1,3.28E-05,30453.00002,93.14319144,26.39309642,0.0876,0.994948409,0.835053024,3.210526316,north luzon
PH013315000,1,0.000220119,4542.999983,82.30506495,39.45656372,0.1373,0.984008254,0.565643539,3.210526316,north luzon
PH013316000,10,0.001075616,9296.999999,90.42208326,28.96670508,0.1067,0.977428504,0.768967147,3.210526316,north luzon
PH013317000,22,0.0022511,9773.000001,100,0.279425518,0.1136,0.975597732,0.744515652,3.210526316,north luzon
PH013319000,8,0.001876173,4263.999997,80,41.74802295,0.1137,0.965407131,0.754390633,3.210526316,north luzon
PH013320000,41,0.005708518,7182.25,100,7.676118772,0.1273,0.97002511,0.781073446,3.210526316,north luzon
PH015501000,6,0.000855554,7013,70.69446218,54.29506901,0.1297,0.833308054,0.598058547,2.568181818,north luzon
PH015502000,96,0.009261269,10365.75,75.05509122,50.46292057,0.1384,0.91968339,0.738563613,2.568181818,north luzon
PH015503000,1277,0.056940295,22427,82.91430252,38.51623112,0.1206,0.916740644,0.729565624,2.568181818,north luzon
PH015504000,69,0.006359154,10850.5,80,39.38039995,0.1147,0.950363076,0.765635876,2.568181818,north luzon
PH015505000,367,0.037160794,9876.000001,90,26.19738677,0.1388,0.940444254,0.573650896,2.568181818,north luzon
PH015506000,6,0.000418447,14338.75001,94.50048255,19.99179488,0.106,0.955909369,0.819657073,2.568181818,north luzon
PH015507000,5,0.000642963,7776.500001,85.03810791,30.9385423,0.1169,0.945581193,0.763314468,2.568181818,north luzon
PH015508000,333,0.026477955,12576.5,79.24330706,41.69548311,0.124,0.885807771,0.644417178,2.568181818,north luzon
PH015509000,88,0.010679936,8239.749998,80,38.57433658,0.1385,0.947406654,0.780682643,2.568181818,north luzon
PH015511000,74,0.002504124,29551.25,80,45.93682045,0.1349,0.944404448,0.731163014,2.568181818,north luzon
PH015512000,1,7.33E-05,13638.75,98.37402141,14.12915502,0.1039,0.960720778,0.813986567,2.568181818,north luzon
PH015513000,9,0.000433463,20763.00002,86.69768475,30.80359044,0.1069,0.89498846,0.704790156,2.568181818,north luzon
PH015514000,525,0.025583549,20521,86.49514581,31.32072106,0.1464,0.918921992,0.642463496,2.568181818,north luzon
PH015516000,61,0.011276979,5409.25,69.98383229,58.18249541,0.1206,0.848573826,0.646392617,2.568181818,north luzon
PH015517000,57,0.002396116,23788.5,83.09082993,27.3677353,0.1185,0.955146101,0.80422247,2.568181818,north luzon
PH015518000,338,0.007893922,42817.75,91.81594823,22.94438784,0.1091,0.953785039,0.73349558,2.568181818,north luzon
PH015522000,488,0.018900443,25819.5,88.28845481,35.53219929,0.1124,0.833372592,0.709347775,2.568181818,north luzon
PH015523000,1609,0.259882899,6191.25,77.96282793,50.38555591,0.1303,0.835553279,0.588968579,2.568181818,north luzon
PH015525000,129,0.007424781,17374.25,89.99126898,18.47755062,0.128,0.958501402,0.775712431,2.568181818,north luzon
PH015526000,3750,0.141068926,26582.75,90.03193959,18.65099739,0.1208,0.93445668,0.814603512,2.568181818,north luzon
PH015527000,127,0.006936006,18310.25,71.20899945,56.52678645,0.1305,0.907241911,0.70451605,2.568181818,north luzon
PH015528000,5,0.00053968,9264.749998,89.90763273,20.45799358,0.1165,0.977093207,0.886255924,2.568181818,north luzon
PH015530000,11,0.000632593,17388.74999,98.80425968,9.090357192,0.1178,0.961238837,0.807144214,2.568181818,north luzon
PH015532000,565,0.011984876,47142.75,80,37.21591389,0.1341,0.901654592,0.766094893,2.568181818,north luzon
PH015534000,43,0.004210732,10212,91.809611,13.3719986,0.1277,0.94211288,0.785038406,2.568181818,north luzon
PH015535000,5,0.000377793,13234.75002,104.1869838,7.912223376,0.1329,0.931337119,0.808810876,2.568181818,north luzon
PH015537000,1,0.000121414,8236.24991,97.57975083,18.55720677,0.1316,0.909386327,0.777805549,2.568181818,north luzon
PH015538000,273,0.013315125,20503,81.767127,24.65022158,0.1255,0.96044608,0.797868834,2.568181818,north luzon
PH015541000,22,0.00185193,11879.5,101.5578994,2.655415636,0.1176,0.960406381,0.838207368,2.568181818,north luzon
PH015542000,322,0.037717063,8537.25,82.47676605,39.13310548,0.1372,0.860890709,0.627990278,2.568181818,north luzon
PH015543000,1,9.27E-05,10787.25006,99.82193795,16.71420463,0.1011,0.951509607,0.786520281,2.568181818,north luzon
PH015545000,466,0.037153677,12542.5,80,44.3971302,0.156,0.90343636,0.695814936,2.568181818,north luzon
PH015546000,58,0.001745148,33234.99999,85.49329521,24.22182042,0.112,0.960972316,0.809956126,2.568181818,north luzon
PH015547000,50,0.003208573,15583.25,80.912556,30.94347102,0.1119,0.946550523,0.801881533,2.568181818,north luzon
PH015548000,15,0.001904943,7874.25,91.20319879,16.57110711,0.1136,0.959731544,0.831003634,2.568181818,north luzon
PH020906000,1,0.00308404,324.2499999,40,134.9120298,0.1813,0.926553672,0.830508475,1,minandao
PH021516000,1,8.99E-05,11126.5003,40,108.945021,0.1554,0.962732919,0.69328601,3.216216216,north luzon
PH021517000,1,0.00010221,9783.750052,40,113.2428051,0.1363,0.971338298,0.68788084,3.216216216,north luzon
PH021521000,2,0.000444593,4498.5,40,101.9176057,0.1879,0.802876271,0.500371932,3.216216216,north luzon
PH023101000,3,0.000167823,17875.99999,58.47694568,84.36183124,0.1519,0.975420516,0.797548555,1.716981132,north luzon
PH023102000,4,0.000371566,10765.24995,60.00002125,82.03615716,0.1756,0.946918853,0.74201749,1.716981132,north luzon
PH023106000,4,0.00031889,12543.5,40,149.6772905,0.1931,0.951043989,0.781978512,1.716981132,north luzon
PH023108000,3,9.26E-05,32380.75,53.86339206,93.08908265,0.173,0.967949142,0.805111398,1.716981132,north luzon
PH023110000,32,0.025574426,1251.25,68.63419906,77.31139454,0.2581,0.81366965,0.516680228,1.716981132,north luzon
PH023115000,5,0.000437963,11416.49999,76.67179254,56.67566322,0.1257,0.948117234,0.733851845,1.716981132,north luzon
PH023124000,3,0.000227674,13176.75012,57.95222216,79.63419038,0.1807,0.936579755,0.804907975,1.716981132,north luzon
PH023127000,561,0.098076923,5720.000003,80.43766098,47.13156802,0.1462,0.981216292,0.831504556,1.716981132,north luzon
PH023128000,1,0.00019802,5049.999999,67.55963003,72.56757319,0.2761,0.942546246,0.464853101,1.716981132,north luzon
PH023129000,2,0.000321789,6215.249999,60,75.7157521,0.1463,0.965000902,0.78845807,1.716981132,north luzon
PH023135000,3,8.90E-05,33707.49997,64.32685821,67.90128122,0.1498,0.96686717,0.8095696,1.716981132,north luzon
PH025001000,2,0.00052459,3812.500001,77.34929159,46.27642138,0.3889,0.798302687,0.053748232,3.541666667,north luzon
PH025002000,1,0.000107455,9306.249998,108.510099,12.3171284,0.1192,0.939183625,0.666509822,3.541666667,north luzon
PH025003000,22,0.002478803,8875.250004,72.68434261,55.4836466,0.0981,0.955763311,0.802873105,3.541666667,north luzon
PH025004000,1,7.49E-05,13358.24999,87.77265244,29.94211163,0.1034,0.964737794,0.749246534,3.541666667,north luzon
PH025005000,1,6.50E-05,15377.99999,80,40.3056852,0.0873,0.985386084,0.815453468,3.541666667,north luzon
PH025006000,2,0.000441452,4530.500004,68.76067527,61.43594457,0.1652,0.880254488,0.580740404,3.541666667,north luzon
PH025008000,3,0.000627911,4777.749996,115.4367906,1.786921236,0.1702,0.926236749,0.557199647,3.541666667,north luzon
PH025009000,47,0.004986076,9426.249999,94.56328356,26.82525108,0.2275,0.950445633,0.364943553,3.541666667,north luzon
PH025010000,23,0.003879565,5928.500001,88.74148482,28.44790082,0.3292,0.86928934,0.16044235,3.541666667,north luzon
PH025012000,22,0.005438813,4045,114.1711325,4.445139083,0.2365,0.961838216,0.509809191,3.541666667,north luzon
PH025013000,2,0.000134415,14879.25,78.20402781,48.36971592,0.0949,0.979259648,0.819375164,3.541666667,north luzon
PH025015000,1,0.000503778,1985,109.3882291,19.42537833,0.3346,0.835109366,0.458777342,3.541666667,north luzon
PH025701000,54,0.007773419,6946.749999,85.00723317,39.14459681,0.1818,0.936391437,0.634556575,3,north luzon
PH025702000,24,0.003139101,7645.5,83.07060077,41.19008154,0.1519,0.963353855,0.655672823,3,north luzon
PH025703000,4,0.000304362,13142.25004,75.47540074,52.60728334,0.1576,0.937013739,0.689004716,3,north luzon
PH025704000,292,0.03033845,9624.750001,90.10625768,34.971964,0.1374,0.970135747,0.682311694,3,north luzon
PH025705000,7,0.001742377,4017.499999,75.00046098,53.81040411,0.1262,0.940185976,0.776074391,3,north luzon
PH025706000,186,0.031681145,5871,120.27132,7.42871334,0.262,0.948251176,0.398078103,3,north luzon
PH030804000,18,0.000676876,26592.75002,40,146.0163371,0.0573,0.941327294,0.872249519,1.153846154,metro luzon
PH030806000,2,0.000117524,17017.74994,40,181.0991086,0.0578,0.943829957,0.874301676,1.153846154,metro luzon
PH030807000,1,3.14E-05,31883.99836,40,188.8509141,0.0257,0.952385611,0.911537584,1.153846154,metro luzon
PH031407000,1,3.68E-05,27189.2499,49.87468428,137.9892173,0.0522,0.988682363,0.946653454,1.909090909,metro luzon
PH031413000,3,0.00010777,27837.00003,50,134.5791389,0.067,0.962254862,0.840260698,1.909090909,metro luzon
PH031416000,1,7.51E-05,13323.50001,40.01431042,147.814467,0.1043,0.940141152,0.89067804,1.909090909,metro luzon
PH031421000,1,2.60E-05,38470.49765,53.08152524,103.7345049,0.1256,0.942830004,0.817782917,1.909090909,metro luzon
PH034901000,9,0.000566545,15885.75,70.25362278,70.36261295,0.1899,0.936710677,0.851649928,1.551724138,north luzon
PH034904000,1,5.06E-05,19751.75003,56.31674181,100.3028088,0.1522,0.959338262,0.890436679,1.551724138,metro luzon
PH034906000,9,0.000553514,16259.75,80,42.21774176,0.2131,0.852829434,0.707725122,1.551724138,north luzon
PH034907000,175,0.019783512,8845.75,76.48487227,65.1564815,0.2414,0.765267626,0.6927157,1.551724138,metro luzon
PH034909000,118,0.011330901,10414,80,58.07850622,0.1808,0.918483514,0.741416309,1.551724138,north luzon
PH034910000,60,0.005014102,11966.25,64.08116312,84.84308305,0.1538,0.956791922,0.818437652,1.551724138,metro luzon
PH034914000,40,0.005662915,7063.5,70,69.01319329,0.1633,0.88374647,0.722936931,1.551724138,north luzon
PH034917000,76,0.00373084,20370.75,80.03845548,44.90223923,0.151,0.928159551,0.797852647,1.551724138,north luzon
PH034919000,111,0.01081845,10260.25,74.48684621,67.80977971,0.1694,0.852262931,0.723599138,1.551724138,north luzon
PH034920000,1,0.000133668,7481.250002,93.48554702,30.96776647,0.1948,0.878500082,0.669887015,1.551724138,north luzon
PH034922000,23,0.002266456,10148,73.88056647,64.24148031,0.2408,0.915579595,0.786402626,1.551724138,north luzon
PH034923000,104,0.006491176,16021.75,80,46.71361921,0.1821,0.861851475,0.774388177,1.551724138,north luzon
PH034924000,15,0.000770852,19459.00004,60,90.77556258,0.1805,0.961421436,0.849072851,1.551724138,metro luzon
PH034925000,4,0.000310005,12903,59.9993692,95.32768956,0.1256,0.969549438,0.862358557,1.551724138,metro luzon
PH034928000,2,0.000115163,17366.74992,69.96862321,76.7664667,0.1562,0.960255591,0.845328565,1.551724138,metro luzon
PH034930000,167,0.005351321,31207.25,79.77518514,56.57508355,0.1742,0.965248481,0.864901561,1.551724138,north luzon
PH034931000,73,0.01226015,5954.25,80,43.01320317,0.285,0.744632964,0.557825485,1.551724138,north luzon
PH034932000,1,8.10E-05,12346.75,66.52293373,78.13532474,0.1824,0.921584699,0.799763249,1.551724138,north luzon
PH035401000,28,0.000272086,102908.4994,50,112.5748845,0.0133,0.987175966,0.949147529,1.75,metro luzon
PH035403000,4,0.000119857,33373.00001,50.63515506,107.63237,0.0728,0.94402713,0.893741115,1.75,metro luzon
PH035405000,4,0.000143387,27896.50004,50.00074499,114.2063679,0.066,0.960989109,0.888621366,1.75,metro luzon
PH035406000,2,6.39E-05,31290.75004,48.33239897,134.1020704,0.0678,0.895786039,0.868917577,1.75,metro luzon
PH035410000,10,0.000527357,18962.49997,45.11265873,142.9090945,0.0476,0.975971241,0.852358729,1.75,metro luzon
PH036901000,5,0.001734906,2882,80,49.1052391,0.0975,0.967970205,0.833147114,1.64,north luzon
PH036902000,180,0.010364783,17366.5,51.24847621,105.0935634,0.0461,0.947071996,0.909898908,1.64,metro luzon
PH036903000,55,0.002642706,20812.00001,71.49967696,58.03672278,0.095,0.973471083,0.771363306,1.64,north luzon
PH036904000,47,0.001340922,35050.50001,55.01635927,95.78141762,0.1428,0.906664499,0.843638255,1.64,metro luzon
PH036905000,4,0.000103769,38546.9999,59.98868006,92.02430586,0.0673,0.972738728,0.924521344,1.64,metro luzon
PH036906000,11,0.000502679,21882.75,70.32603945,65.27838491,0.1094,0.941874764,0.828898237,1.64,north luzon
PH036907000,3,0.00018745,16004.25001,63.72057918,79.21866202,0.0643,0.945542412,0.844220382,1.64,north luzon
PH036908000,38,0.00471581,8058.000002,61.83048569,73.84722358,0.1262,0.920064378,0.763948498,1.64,north luzon
PH036909000,40,0.002768789,14446.75,80,50.22235834,0.1126,0.957704154,0.776776326,1.64,north luzon
PH036910000,2,8.64E-05,23151.49999,75.7528618,58.06256955,0.1067,0.956472352,0.835006587,1.64,north luzon
PH036911000,4,0.000674764,5928,76.13446007,60.96503472,0.1079,0.941808415,0.864995524,1.64,north luzon
PH036912000,16,0.002997658,5337.499999,80,55.61358527,0.1301,0.899787686,0.849044586,1.64,north luzon
PH036913000,65,0.020541993,3164.25,68.46138861,61.9254197,0.1177,0.956579383,0.751408684,1.64,north luzon
PH036914000,3,0.000470514,6376,80,40.65655715,0.1003,0.935849725,0.8170062,1.64,north luzon
PH036915000,2,0.000168286,11884.49989,67.58488578,68.63885826,0.1269,0.94455117,0.761829928,1.64,north luzon
PH036916000,1,1.17E-05,85623.25596,64.69290155,77.21010407,0.085,0.96806795,0.902255841,1.64,north luzon
PH036917000,7,0.000439457,15928.75,70.53157912,65.84102946,0.1134,0.943383674,0.843498503,1.64,north luzon
PH037101000,2,0.000138631,14426.75,50,111.5032638,0.2373,0.796286784,0.72231599,2.777777778,north luzon
PH037103000,1,0.0001472,6793.499952,60.36981512,77.07276769,0.1576,0.915976135,0.750414319,2.777777778,north luzon
PH037104000,1,6.17E-05,16210.24953,40,144.3444806,0.0775,0.945219483,0.886330849,2.777777778,metro luzon
PH037107000,13,0.000223138,58260.00098,40,153.4420825,0.031,0.981798424,0.921939745,2.777777778,metro luzon
PH037113000,30,0.002063593,14537.75,65.17502032,69.21064613,0.1893,0.894324996,0.732967836,2.777777778,north luzon
PH037701000,362,0.036600779,9890.499999,98.05443934,34.53347304,0.0999,0.877227044,0.659246575,3,metro luzon
PH037702000,863,0.141981656,6078.25,101.4397997,25.91492073,0.1844,0.802251935,0.455489092,3,north luzon
PH037703000,358,0.090432586,3958.75,85.48702739,43.87619018,0.1394,0.865284974,0.504404145,3,north luzon
PH037704000,134,0.047341459,2830.5,111.7349486,17.75069565,0.1381,0.786144578,0.584650113,3,north luzon
PH037705000,201,0.031551684,6370.5,65.45167771,89.25812715,0.1346,0.842419979,0.574307746,3,metro luzon
PH037706000,116,0.015603982,7433.999999,128.9943826,6.223740646,0.145,0.875854214,0.62215262,3,north luzon
PH037707000,108,0.010605391,10183.5,94.86986193,33.55628206,0.1014,0.952070183,0.699475768,3,north luzon
PH037708000,553,0.0808716,6838.000001,83.57635607,50.59191654,0.1319,0.925667828,0.571428571,3,metro luzon
PH045617000,966,0.130079111,7426.249998,50.28575535,130.7309088,0.4329,0.699229196,0.368412773,1.72,metro luzon
PH045620000,289,0.016734463,17269.75,45.74620543,151.905903,0.1368,0.773829354,0.646554383,1.72,metro luzon
PH140110000,1,0.000280603,3563.750027,60.97285543,45.22231738,0.2848,0.977362205,0.719488189,1.2,north luzon
PH140127000,1,0.00074184,1348.000001,71.44239313,35.13127128,0.3916,0.967863894,0.650283554,1.2,north luzon
PH141102000,40,0.000463277,86341.50009,90,23.39220007,0.0085,0.998392814,0.854544004,2.944444444,north luzon
PH141103000,3,0.000781403,3839.250003,74.27681424,62.54318199,0.2648,0.991634299,0.424260532,2.944444444,north luzon
PH141105000,1,9.17E-05,10906.75,70.46180105,64.93048954,0.1307,0.996133665,0.497468471,2.944444444,north luzon
PH141106000,70,0.004680709,14955,96.21996103,15.99674275,0.0476,0.97922974,0.562095184,2.944444444,north luzon
PH141108000,10,0.002066009,4840.25,80.15225795,41.49262559,0.1767,0.99022413,0.465903672,2.944444444,north luzon
PH141110000,1,3.10E-05,32283.25066,88.3441935,29.23080415,0.0165,0.998660674,0.833387898,2.944444444,north luzon
PH141111000,1,0.000111256,8988.249994,69.71336943,73.28097342,0.0617,0.995410568,0.51624907,2.944444444,north luzon
PH141112000,2,0.000698263,2864.25,89.1903677,27.35241631,0.0919,0.997306656,0.595613698,2.944444444,north luzon
PH141113000,1,8.39E-05,11912,96.9847417,14.09811214,0.0458,0.995055291,0.667535737,2.944444444,north luzon
PH141114000,1,0.000223564,4473.00001,80,35.4849879,0.1166,0.993513233,0.521536066,2.944444444,north luzon
PH142701000,4,0.000732701,5459.249999,53.03508914,89.14522924,0.3076,0.947515924,0.328152866,2.555555556,north luzon
PH142702000,18,0.007659574,2350,60.14403905,81.0707828,0.4056,0.994842702,0.261474987,2.555555556,north luzon
PH142706000,3,0.000692401,4332.750001,51.59260863,88.35943975,0.3434,0.938344387,0.116678949,2.555555556,north luzon
PH142707000,3,0.000373611,8029.749996,49.92368179,98.05284798,0.2151,0.910198935,0.665172317,2.555555556,north luzon
PH142708000,2,0.000412201,4852.00001,50.32668797,94.2209831,0.5355,0.938814942,0.220480893,2.555555556,north luzon
PH142710000,13,0.003140286,4139.750001,67.59925687,61.41732178,0.5347,0.95039019,0.206561023,2.555555556,north luzon
